Año Cuenta Pública,Grupo Funcional,Sector,Ente Fiscalizado,Entidad Federativa,Tipo Auditoría,Número,Título,Universo (miles pesos),Muestra (miles pesos),Ente a quien se dirige la Acción,Tipo Acción,Clave Acción,Acción Superveniente,Texto Acción,Estado de Trámite,Auditorías,Acciones
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma de Sinaloa,Sinaloa,Cumplimiento Financiero,197,Subsidios Federales para Organismos Descentralizados Estatales,"4,197,833.20","4,190,857.60",Servicio de Administración Tributaria,Promoción del Ejercicio de la Facultad de Comprobación Fiscal,,,,,1,2
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma de Tamaulipas,Tamaulipas,Cumplimiento Financiero,198,Subsidios Federales para Organismos Descentralizados Estatales,"2,118,198.00","2,004,613.90",Universidad Autónoma de Tamaulipas,Recomendación,,,,,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma de Tlaxcala,Tlaxcala,Cumplimiento Financiero,199,Subsidios Federales para Organismos Descentralizados Estatales,"612,158.10","612,158.10",-,-,,,,,1,0
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma de Yucatán,Yucatán,Cumplimiento Financiero,200,Subsidios Federales para Organismos Descentralizados Estatales,"1,831,614.70","1,549,467.70",-,-,,,,,1,0
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma de Zacatecas,Zacatecas,Cumplimiento Financiero,201,Subsidios Federales para Organismos Descentralizados Estatales,"1,492,555.50","1,222,969.60",Gobierno del Estado de Zacatecas,Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma de Zacatecas,Zacatecas,Cumplimiento Financiero,201,Subsidios Federales para Organismos Descentralizados Estatales,"1,492,555.50","1,222,969.60",Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Promoción del Ejercicio de la Facultad de Comprobación Fiscal,,,,,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma de Zacatecas,Zacatecas,Cumplimiento Financiero,201,Subsidios Federales para Organismos Descentralizados Estatales,"1,492,555.50","1,222,969.60",Universidad Autónoma de Zacatecas,Informe de Presunta Responsabilidad Administrativa,,,,,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma de Zacatecas,Zacatecas,Cumplimiento Financiero,201,Subsidios Federales para Organismos Descentralizados Estatales,"1,492,555.50","1,222,969.60",Universidad Autónoma de Zacatecas,Pliego de Observaciones,2017-4-99004-15-0201-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 161,498,342.14 pesos ( ciento sesenta y un millones cuatrocientos noventa y ocho mil trescientos cuarenta y dos pesos 14/100 m.n. ), más los intereses generados desde su disposición hasta su reintegro a la cuenta bancaria de la Tesorería de la Federación, por transferir recursos de los Subsidios Federales para Organismos Descentralizados Estatales a otras cuentas bancarias de la Universidad Autónoma de Zacatecas ""Francisco García Salinas"", los cuales no se comprometieron ni devengaron al 31 de diciembre de 2017.",En seguimiento,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma de Zacatecas,Zacatecas,Cumplimiento Financiero,201,Subsidios Federales para Organismos Descentralizados Estatales,"1,492,555.50","1,222,969.60",Universidad Autónoma de Zacatecas,Pliego de Observaciones,2017-4-99004-15-0201-06-002,2017-4-99004-15-0201-15-002/EPRA/0264/2020,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 31,699,796.45 pesos ( treinta y un millones seiscientos noventa y nueve mil setecientos noventa y seis pesos 45/100 m.n. ), más los intereses generados desde su disposición hasta su reintegro a la cuenta bancaria de la Tesorería de la Federación, por pagar con recursos de los Subsidios Federales para Organismos Descentralizados Estatales del ejercicio fiscal 2017, recargos y actualizaciones generados por el pago de terceros institucionales de ejercicios fiscales anteriores y de 2017, los cuales no cumplieron con el objetivo de los recursos del programa.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma de Zacatecas,Zacatecas,Cumplimiento Financiero,201,Subsidios Federales para Organismos Descentralizados Estatales,"1,492,555.50","1,222,969.60",Universidad Autónoma de Zacatecas,Recomendación,,,,,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma del Estado de Hidalgo,Hidalgo,Cumplimiento Financiero,202,Subsidios Federales para Organismos Descentralizados Estatales,"1,275,930.00","1,138,293.10",-,-,,,,,1,0
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma del Estado de México,México,Cumplimiento Financiero,203,Subsidios Federales para Organismos Descentralizados Estatales,"1,899,151.10","1,899,151.10",Gobierno del Estado de México,Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma del Estado de México,México,Cumplimiento Financiero,203,Subsidios Federales para Organismos Descentralizados Estatales,"1,899,151.10","1,899,151.10",Instituto de Seguridad Social del Estado de México y Municipios,Promoción del Ejercicio de la Facultad de Comprobación Fiscal,,,,,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma del Estado de México,México,Cumplimiento Financiero,203,Subsidios Federales para Organismos Descentralizados Estatales,"1,899,151.10","1,899,151.10",Universidad Autónoma del Estado de México,Pliego de Observaciones,2017-4-99015-15-0203-06-003,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 5,046,174.85 pesos ( cinco millones cuarenta y seis mil ciento setenta y cuatro pesos 85/100 m.n. ), más los intereses generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por el pago de prestaciones en exceso, de acuerdo con el tabulador autorizado y contratos colectivos de trabajo.",En seguimiento,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma del Estado de México,México,Cumplimiento Financiero,203,Subsidios Federales para Organismos Descentralizados Estatales,"1,899,151.10","1,899,151.10",Universidad Autónoma del Estado de México,Pliego de Observaciones,2017-4-99015-15-0203-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 83,072,222.26 pesos ( ochenta y tres millones setenta y dos mil doscientos veintidós pesos 26/100 m.n. ), más los intereses generados desde su disposición hasta su reintegro a la TESOFE, por pagos de sueldos superiores a los autorizados en el tabulador.",En seguimiento,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma del Estado de México,México,Cumplimiento Financiero,203,Subsidios Federales para Organismos Descentralizados Estatales,"1,899,151.10","1,899,151.10",Universidad Autónoma del Estado de México,Pliego de Observaciones,2017-4-99015-15-0203-06-002,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 450,342.13 pesos ( cuatrocientos cincuenta mil trescientos cuarenta y dos pesos 13/100 m.n. ), más los intereses generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por el pago indebido con recursos del U006, a un servidor público, el cual careció de la documentación que acredite el perfil académico correspondiente a la plaza en la cual se encontró adscrito.",En seguimiento,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma del Estado de México,México,Cumplimiento Financiero,203,Subsidios Federales para Organismos Descentralizados Estatales,"1,899,151.10","1,899,151.10",Universidad Autónoma del Estado de México,Recomendación,,,,,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Autónoma del Estado de Morelos,Morelos,Cumplimiento Financiero,204,Subsidios Federales para Organismos Descentralizados Estatales,"1,305,922.20","1,305,922.20",-,-,,,,,1,0
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad de Colima,Colima,Cumplimiento Financiero,205,Subsidios Federales para Organismos Descentralizados Estatales,"1,474,477.00","1,234,827.90",Gobierno del Estado de Colima,Pliego de Observaciones,2017-A-06000-15-0205-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 32,582.37 pesos ( treinta y dos mil quinientos ochenta y dos pesos 37/100 m.n. ), por no reintegrar a la TESOFE los intereses generados en la cuenta bancaria en la que se recibieron los recursos del programa Subsidios Federales para Organismos Descentralizados Estatales (S-FODE U006) del ejercicio 2017.",En seguimiento,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad de Colima,Colima,Cumplimiento Financiero,205,Subsidios Federales para Organismos Descentralizados Estatales,"1,474,477.00","1,234,827.90",Gobierno del Estado de Colima,Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,2
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad de Colima,Colima,Cumplimiento Financiero,205,Subsidios Federales para Organismos Descentralizados Estatales,"1,474,477.00","1,234,827.90",Universidad de Colima,Pliego de Observaciones,2017-4-99019-15-0205-06-002,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 2,166,228.03 pesos ( dos millones ciento sesenta y seis mil doscientos veintiocho pesos 03/100 m.n. ), más los intereses generados desde su disposición hasta el reintegro a la Tesorería de la Federación por haber realizado pagos con recursos del programa Subsidios Federales para Organismos Descentralizados Estatales (U006 S-FODE) del ejercicio 2017 durante el periodo del 1 de enero al 31 de diciembre de 2017, a 10 trabajadores que realizan funciones distintas al puesto designado en su constancia de nombramiento.",En seguimiento,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad de Colima,Colima,Cumplimiento Financiero,205,Subsidios Federales para Organismos Descentralizados Estatales,"1,474,477.00","1,234,827.90",Universidad de Colima,Pliego de Observaciones,2017-4-99019-15-0205-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 890,931.33 pesos ( ochocientos noventa mil novecientos treinta y un pesos 33/100 m.n. ), más los intereses generados desde su pago hasta su reintegro a la TESOFE por pagar a cuatro personas con recursos del programa Subsidios Federales para Organismos Descentralizados Estatales (U006 S-FODE) del ejercicio 2017, los cuales fungen como académicos, y que no cuentan con la cédula de ejercicio profesional expedida por la Dirección General de Profesiones de la Secretaría de Educación Pública.",En seguimiento,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad de Colima,Colima,Cumplimiento Financiero,205,Subsidios Federales para Organismos Descentralizados Estatales,"1,474,477.00","1,234,827.90",Universidad de Colima,Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,5
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad de Guadalajara,Jalisco,Cumplimiento Financiero,206,Subsidios Federales para Organismos Descentralizados Estatales,"5,906,229.90","4,369,847.70",Gobierno del Estado de Jalisco,Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad de Guadalajara,Jalisco,Cumplimiento Financiero,206,Subsidios Federales para Organismos Descentralizados Estatales,"5,906,229.90","4,369,847.70",Universidad de Guadalajara,Pliego de Observaciones,2017-4-99024-15-0206-06-001,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 96,649,606.11 pesos ( noventa y seis millones seiscientos cuarenta y nueve mil seiscientos seis pesos 11/100 m.n. ), más los rendimientos financieros que se generen hasta su reintegro a la TESOFE, por los recursos del U006 2017 y sus rendimientos financieros que no se pagaron al 31 de marzo de 2018; la Universidad de Guadalajara deberá demostrar que se comprometieron y devengaron la totalidad de los recursos del programa en los plazos establecidos en la Ley de Disciplina Financiera de las Entidades Federativas y los Municipios o, en caso contrario, deberán ser reintegrados a la Tesorería de la Federación.",En seguimiento,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad de Guadalajara,Jalisco,Cumplimiento Financiero,206,Subsidios Federales para Organismos Descentralizados Estatales,"5,906,229.90","4,369,847.70",Universidad de Guadalajara,Pliego de Observaciones,2017-4-99024-15-0206-06-002,-,"Se presume un probable daño o perjuicio o ambos a la Hacienda Pública Federal  por un monto de 207,051,404.19 pesos ( doscientos siete millones cincuenta y un mil cuatrocientos cuatro pesos 19/100 m.n. ), más los rendimientos financieros que se generen hasta su reintegro a la TESOFE, por los recursos del U006 2017 y sus rendimientos financieros que no se pagaron al 31 de marzo de 2018; la Universidad de Guadalajara deberá demostrar que se comprometieron y devengaron la totalidad de los recursos del programa en los plazos establecidos en la Ley de Disciplina Financiera de las Entidades Federativas y los Municipios o, en caso contrario, deberán ser reintegrados a la Tesorería de la Federación.",Con seguimiento concluido,1,1
2017,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad de Guanajuato,Guanajuato,Cumplimiento Financiero,207,Subsidios Federales para Organismos Descentralizados Estatales,"1,682,549.00","1,008,370.40",Gobierno del Estado de Guanajuato,Promoción de Responsabilidad Administrativa Sancionatoria,,,,,1,3
